species,1-MDcol002-5-2.report,11-MDCol002-label-12-on-bottle.report,14-MDCOL003-Stool-1B-Baseline-BSB-2-4-1-4.report,15-MDcol004-3-1-pretreat.report,17-MDCOL006-3-1A.report,19-MDCOL006-3-2A.report,21-MDCOL006-2-pre-chemo-A.report,23-MDcol033-1A.report,25-MDcol036-1A.report,27-MDcol025-1B.report,28-7A-1-1.report,29-7A.report,3-MDcol002-5-1.report,30-8B.report,31-8B.report,33-6-2.report,36-40-1B.report,38-S-Swanson.report,40-MDCol002-7-43.report,42-51-1B.report,45-MDCOL005-1B.report,46-MDCOL015-1a.report,48-MDCOL039-1a.report,5-MDCOL055-Stool-1A-Baseline-BSB-2-4-1-2.report,50-MDCOL027-1a.report,52-MDCOL021-1b.report,54-MDCOL028-1b.report,60-MDcol006-4-1A.report,63-MDcol003-3-2.report,65-MDCOL003-Post-Chemo-Collection-Cycle-1-A.report,66-MDCOL004-1A.report,68-MDCOL003-3-1-Before-Chemo-2-3A.report,7-MDCOL058-Stool-1A-Baseline-BSB-2-4-1-3.report,70-MDCOL004-3-2-Post-Chemo-A.report,72-MDCOL003-4-1-4A-Before-Chemo-6.report,75-MDCOL053-1-1-1-Unknown.report,9-MDCOL062-Stool-1A-Baseline-BSB-2-4-1-3.report
Ligilactobacillus_acidipiscis,,,,,,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,3.0,,,,,,,
Ligilactobacillus_agilis,,,5.0,2.0,2.0,,,,4.0,,,,1.0,,,,2.0,2.0,,,2.0,1.0,,,1.0,,,,,3.0,,,,,,3.0,1.0
Ligilactobacillus_animalis,,,,,47.0,7.0,,,,,,,,1.0,22.0,,,,,,38.0,,,,4.0,,,4.0,,,,,,,1.0,,
Ligilactobacillus_faecis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Ligilactobacillus_murinus,1.0,,35.0,206.0,1.0,4.0,5.0,6.0,16.0,1.0,,1.0,2.0,,,2.0,1.0,3.0,1.0,3.0,,69.0,197.0,50.0,2.0,222.0,40.0,24.0,,54.0,12.0,40.0,2.0,5.0,1.0,3.0,714.0
Ligilactobacillus_ruminis,94.0,69.0,237.0,13397.0,6.0,5.0,4.0,87.0,419.0,225.0,45.0,30.0,57.0,49.0,185.0,92.0,120.0,1241.0,371.0,74.0,78.0,4.0,244.0,41.0,211.0,55.0,10.0,41.0,1.0,317.0,181.0,135.0,44.0,65.0,174.0,103.0,121.0
Ligilactobacillus_saerimneri,,,7.0,,,,,,,,,,,,,,,,,,35.0,,,,1.0,,,,,12.0,,,,,,,
Ligilactobacillus_salivarius,,4.0,15413.0,10.0,4.0,2.0,6.0,2.0,3.0,7.0,7.0,3.0,9.0,,27.0,5.0,9.0,71.0,4.0,2.0,85.0,3.0,3.0,3.0,757.0,8.0,3.0,17.0,14.0,33671.0,,2483.0,1.0,,930.0,,1.0
Lignipirellula_cremea,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Limosilactobacillus_allomucosae,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,
Limosilactobacillus_fermentum,51.0,29.0,28029.0,,128.0,22.0,10.0,2.0,2.0,1.0,9.0,2.0,8.0,83.0,105.0,25.0,10.0,1144.0,198.0,399.0,76485.0,5.0,3.0,4.0,2834.0,38.0,70.0,1.0,15.0,14446.0,,750.0,1.0,,619.0,,
Limosilactobacillus_frumenti,,,,,,,,,,,,,,,,,,1.0,,,103.0,,,,,,,2.0,,2.0,,,,,,,
Limosilactobacillus_gastricus,,,275.0,,,,,,,,,,,,,,,,,,,,,,1.0,514.0,,,,497.0,,29.0,,,8.0,,
Limosilactobacillus_mucosae,,,4.0,,,,,,,,,,,,,,,,,,5523.0,,,,1.0,,,,,29.0,,1.0,,,1.0,,
Limosilactobacillus_oris,,,1191.0,,,,,32.0,,,,,,,,,,,,,1.0,,,,141.0,4.0,,,18.0,2946.0,,266.0,,,288.0,4.0,
Limosilactobacillus_panis,,,,,,,,,,,,,4.0,,,,,41.0,7.0,2.0,,,,,,,,,,3.0,,1.0,,,2.0,,
Limosilactobacillus_pontis,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Limosilactobacillus_portuensis,,,2839.0,,,,1.0,6.0,,,,,,,,,,,,,41.0,,,,121.0,,,,19.0,3784.0,,977.0,,,1423.0,2.0,
Limosilactobacillus_reuteri,,,74.0,1.0,7.0,9.0,,,,,,,,,,,,,,,297.0,,,,8.0,5.0,3.0,,,117.0,1.0,34.0,,,20.0,,
Limosilactobacillus_vaginalis,,,300.0,,,1.0,,9.0,,,,,,,,,,,,,1641.0,,,,19.0,,1.0,,,503.0,,106.0,,,137.0,,
Liquorilactobacillus_mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Liquorilactobacillus_nagelii,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
Liquorilactobacillus_satsumensis,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,8.0,,,,,,,,,
Listeria_innocua,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,
Listeria_monocytogenes,,,,,25.0,42.0,23.0,,,88.0,3.0,,,,1.0,,,,,,1.0,1.0,,,,35.0,26.0,,,10.0,,,,,,2.0,
Listeria_seeligeri,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,,,
Listeria_welshimeri,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,,,,,,,,,,
Loigolactobacillus_backii,,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Loigolactobacillus_bifermentans,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loigolactobacillus_coryniformis,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,1.0,,,2.0,,,,
Longicatena_caecimuris,260.0,213.0,735.0,11876.0,588.0,1341.0,1057.0,5136.0,296.0,223.0,247.0,167.0,417.0,70.0,336.0,303.0,379.0,1282.0,286.0,154.0,95.0,119415.0,155.0,66.0,340.0,9550.0,3926.0,123.0,54.0,589.0,464.0,380.0,107.0,42.0,363.0,1417.0,136.0
Lughvirus_lugh,27.0,15.0,,,,,,,,1.0,37.0,28.0,10.0,10.0,2.0,,5.0,2.0,4.0,6.0,,3.0,60.0,,202.0,,3.0,,,,,,2.0,,,55.0,27.0
Luteibacter_anthropi,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Lysinibacillus_pakistanensis,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysinibacillus_sp._FSL_H8-0500,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,19.0
Lysinibacillus_sp._G01H,,,,,3.0,3.0,23.0,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
Lysinibacillus_telephonicus,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysobacter_capsici,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Macrococcoides_caseolyticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Macrococcus_bovicus,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Macrococcus_epidermidis,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mageeibacillus_indolicus,11.0,20.0,,141.0,,1.0,6.0,3.0,3.0,33.0,28.0,8.0,16.0,14.0,34.0,30.0,23.0,65.0,50.0,3.0,,,63.0,7.0,66.0,6.0,,,,31.0,2.0,10.0,2.0,,,5.0,5.0
Magnetospira_sp._QH-2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnetospirillum_sp._ME-1,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahlunavirus_rarus,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
Mahstovirus_faecalis,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,
Maliibacterium_massiliense,65.0,104.0,31.0,725.0,58.0,118.0,93.0,94.0,17.0,164.0,130.0,77.0,195.0,60.0,153.0,130.0,110.0,465.0,57.0,28.0,129.0,627.0,102.0,24.0,497.0,16.0,,184.0,,90.0,55.0,32.0,41.0,17.0,3.0,263.0,394.0
Mammaliicoccus_sciuri,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
Mardecavirus_SSP002,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maribacter_sp._BPC-D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Maridesulfovibrio_sp.,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Marinilactibacillus_sp._15R,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,
Marinobacter_nauticus,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Marinobacter_similis,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Marinobacter_sp._MMG032,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinomonas_posidonica,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marinovum_algicola,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marispirochaeta_aestuarii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Martelella_mediterranea,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvinbryantia_formatexigens,275.0,269.0,352.0,105.0,13.0,105.0,20.0,28.0,99.0,213.0,150.0,85.0,228.0,44.0,257.0,134.0,242.0,670.0,497.0,114.0,174.0,15176.0,225.0,47.0,98.0,151.0,16.0,164.0,31.0,503.0,8.0,285.0,92.0,,102.0,157.0,110.0
Massilia_sp._METH4,34.0,5.0,,,,,,,,,,,14.0,,20.0,10.0,,3.0,24.0,26.0,,,,9.0,,,,,,,,,8.0,,,,
Massilistercora_timonensis,487.0,1428.0,32.0,3730.0,151.0,295.0,500.0,204.0,129.0,613.0,501.0,280.0,824.0,211.0,1054.0,655.0,1108.0,1306.0,552.0,417.0,811.0,2699.0,2498.0,321.0,6061.0,54.0,2.0,1012.0,86.0,60.0,984.0,274.0,386.0,168.0,224.0,1216.0,3082.0
Mediterraneibacter_gnavus,8042.0,10201.0,118025.0,6417.0,1535.0,2966.0,3709.0,2411.0,175430.0,13489.0,10629.0,5200.0,15581.0,3805.0,21249.0,17328.0,10676.0,15787.0,18975.0,6682.0,407242.0,91441.0,37416.0,3333.0,2807.0,12109.0,131.0,36060.0,456.0,33273.0,260.0,29580.0,3483.0,34.0,13553.0,8162.0,5143.0
Megalodesulfovibrio_gigas,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Megamonas_funiformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0
Megamonas_hypermegale,,6.0,1.0,3.0,,,1.0,7.0,,3.0,,,8.0,,2.0,2.0,3.0,5.0,5.0,5.0,2.0,,2.0,4.0,35.0,,,4.0,,,,,7.0,,,2.0,
Megasphaera_elsdenii,2.0,21.0,,26.0,,,3.0,,884.0,48.0,,,,,2.0,8.0,17.0,179.0,237.0,17.0,,,,16.0,,,,6.0,,126.0,3.0,29.0,16.0,,,8.0,31.0
Megasphaera_hexanoica,,2.0,1.0,1.0,,,,,,,1.0,,,1.0,4.0,3.0,,,,,,,,,,,,,,294.0,1.0,68.0,2.0,,,,10.0
Megasphaera_massiliensis,,1.0,,,,,,,34368.0,,,,,,,,,,,,,,,1.0,,,,,,40.0,,9.0,,,,4623.0,
Megasphaera_stantonii,21.0,18.0,11.0,18.0,5.0,11.0,7.0,4.0,37.0,6.0,40.0,12.0,14.0,21.0,46.0,47.0,22.0,5.0,83.0,40.0,9.0,5.0,1.0,42.0,22.0,,,52.0,,264.0,1.0,68.0,52.0,,,4.0,15.0
Mergibacter_septicus,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesomycoplasma_ovipneumoniae,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
Mesorhizobium_koreense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Mesorhizobium_terrae,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metabacillus_halosaccharovorans,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
Methanobrevibacter_millerae,,,,33.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,11.0
Methanobrevibacter_olleyae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
Methanobrevibacter_smithii,,,6.0,43305.0,,7.0,,,,,,,,,1.0,,,,4.0,,,30.0,31751.0,,88864.0,,,1.0,2.0,,3440.0,,,1111.0,,7164.0,57504.0
Methanobrevibacter_sp._TLL-48-HuF1,,,,1003.0,,,,,1.0,,,,,,,2.0,,,,,,,943.0,,1768.0,,,,,,83.0,,,21.0,,47130.0,1722.0
Methanobrevibacter_sp._YE315,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1.0
Methanocaldococcus_infernus,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methanoplanus_limicola,,,,3.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
Methanosphaera_sp._ISO3-F5,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
Methanosphaera_stadtmanae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,8165.0,
Methanothrix_harundinacea,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium_aquaticum,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylococcus_sp._Mc7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylomagnum_ishizawai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Methylomusa_anaerophila,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
Microbacterium_chocolatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Microbacterium_foliorum,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,3.0,,,,,,
Microbacterium_oleivorans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Microbacterium_oxydans,,,,,,,,,,,2.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
Microbacterium_proteolyticum,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium_sp._1.5R,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
Microbacterium_sp._BDGP8,,,,,,,,,,,,,,,,,,,2.0,1.0,,,5.0,,,,,,,,,,1.0,,,,
Microbacterium_sp._BH-3-3-3,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium_sp._JZ37,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
Microbacterium_testaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Microcella_flavibacter,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micrococcus_luteus,12.0,22.0,7.0,37.0,,19.0,23.0,46.0,9.0,8.0,,,27.0,,,,10.0,,18.0,,,14.0,280.0,3.0,,4.0,6.0,4.0,,,,,2.0,,,,17.0
Micrococcus_lylae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Micrococcus_sp._2A,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Micrococcus_sp._KBS0714,,,,,,,,,,,,,,,,,,,,,,,37.0,10.0,,,,15.0,,,,,,,,,
Micrococcus_sp._SL257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,
Micrococcus_yunnanensis,,,,,21.0,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,10.0
Micromonospora_sp._HM134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Micromonospora_sp._HUAS_YX12,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Micromonospora_sp._WMMD882,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Micromonospora_sp._WMMD975,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Micromonospora_terminaliae,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Micromonospora_viridifaciens,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
Microvirga_thermotolerans,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Mixta_gaviniae,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Mobiluncus_massiliensis,1.0,,,192.0,,,1.0,1.0,,,,,,,,2.0,,,,,,,17.0,1.0,,64.0,,,,,29.0,,,7.0,,1.0,
Moellerella_wisconsensis,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,
Mogibacterium_diversum,64.0,160.0,,2.0,,2.0,,107.0,17.0,83.0,6.0,,10.0,12.0,58.0,100.0,32.0,287.0,291.0,49.0,,1723.0,568.0,20.0,36.0,3935.0,,33.0,,3.0,,2.0,9.0,,2.0,177.0,34.0
Mogibacterium_neglectum,3.0,6.0,,3.0,,,,13.0,,13.0,1.0,,,,2.0,4.0,1.0,13.0,8.0,6.0,,46.0,30.0,2.0,4.0,175.0,,,,,,,1.0,,,8.0,1.0
Mogibacterium_pumilum,11.0,17.0,45.0,6.0,1.0,5.0,7.0,1.0,5.0,3.0,23.0,,18.0,5.0,18.0,16.0,14.0,4.0,2.0,1.0,,32.0,8.0,2.0,1.0,101.0,136.0,2.0,1.0,8.0,,30.0,6.0,,18.0,3.0,
Moineauvirus_Abc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
Moineauvirus_CHPC1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,
Moineauvirus_CHPC1156,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,13.0,,,,,,,,
Moineauvirus_CHPC875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,
Moineauvirus_CHPC879,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,
Moineauvirus_D4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Moineauvirus_P7151,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,
Moineauvirus_P7152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,
Moineauvirus_SW11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Moineauvirus_mv7201,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Moineauvirus_mv73,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,
Monoglobus_pectinilyticus,160.0,96.0,37.0,213.0,638.0,1113.0,6.0,3337.0,52.0,232.0,4613.0,2010.0,1461.0,1252.0,7585.0,3576.0,196.0,512.0,394.0,72.0,7.0,78.0,35.0,73.0,1024.0,13681.0,2.0,23908.0,,37.0,29.0,13.0,57.0,12.0,36.0,443.0,125.0
Mooglevirus_Sf13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
Mooglevirus_Sf14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,,,,,,,,
Mooglevirus_Sf17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
Mooglevirus_mordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,
Moorella_sp._Hama-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Moorella_thermoacetica,1.0,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Moorena_producens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Mooreparkvirus_Lb3381,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Moraxella_osloensis,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Morganella_morganii,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0,,2.0,,,,,,7543.0,,
Mucilaginibacter_sp._KACC_22773,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Murdochiella_vaginalis,8.0,33.0,1.0,34.0,,4.0,16.0,1.0,,,10.0,5.0,11.0,3.0,13.0,10.0,23.0,10.0,3.0,9.0,6.0,45.0,23.0,13.0,20.0,10.0,,21.0,,1.0,1.0,,,,1.0,16.0,115.0
Muribaculum_gordoncarteri,,,,15.0,,,,79.0,,,,,,,,,,,,,3.0,,,,41.0,,,,28.0,,,,,,764.0,38.0,37.0
Muribaculum_intestinale,,,,51.0,42.0,2.0,64.0,47.0,10.0,,,,,,,,,,,,3.0,,7.0,,81.0,,,21.0,18.0,,1.0,,,3.0,230.0,53.0,325.0
Musicola_paradisiaca,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium_adipatum,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Mycobacterium_avium,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
Mycobacterium_gallinarum,,,,,,,,,1.0,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,
Mycobacterium_gordonae,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
Mycobacterium_paragordonae,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Mycobacterium_sp._DL,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
Mycobacteroides_abscessus,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
Mycobacteroides_chelonae,,,,,,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Mycolicibacterium_duvalii,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_fluoranthenivorans,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_frederiksbergense,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,
Mycolicibacterium_gadium,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Mycolicibacterium_gilvum,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_hassiacum,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium_litorale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
Mycolicibacterium_monacense,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
Mycolicibacterium_moriokaense,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
Mycolicibacterium_mucogenicum,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mycolicibacterium_neoaurum,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,1.0,,,,,,,,
Mycolicibacterium_phocaicum,,4.0,,,,1.0,,,,,,,4.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,
Mycolicibacterium_vanbaalenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
Mycoplasmopsis_bovis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Mycoplasmopsis_synoviae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Myxococcus_stipitatus,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Nannocystis_poenicansa,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Natronosalvus_rutilus,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Ndongobacter_massiliensis,,2.0,,22.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,3.0,15.0,,,,,,,1.0,,,7.0,1.0
Neisseria_bacilliformis,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,
Neisseria_elongata,,,,1.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
Neisseria_flavescens,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
Neisseria_gonorrhoeae,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Neisseria_macacae,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
Neisseria_meningitidis,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,
Neisseria_sicca,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,5.0,,,,,,,,,,,
Neisseria_sp._Marseille-Q5346,,,,,,,,,6.0,3.0,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,7.0,
Neisseria_sp._RH3002v2g,,,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,
Neisseria_subflava,,,,,,,,,28.0,9.0,,,,,,,,,,,,13.0,17.0,,,1.0,,,,,,,,,,2.0,
Neobacillus_drentensis,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Neobacillus_novalis,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neobacillus_sp._OS1-32,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neorhizobium_sp._CSC1952,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niallia_sp._Man26,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Niallia_sp._RD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
Nitratidesulfovibrio_liaohensis,5.0,,,8.0,,,,,,,3.0,6.0,63.0,,14.0,11.0,2.0,,,2.0,,,3.0,,,,,,,,1.0,,,,2.0,,
Nitratidesulfovibrio_vulgaris,2.0,8.0,,37.0,,,1.0,27.0,,17.0,25.0,9.0,26.0,9.0,6.0,9.0,23.0,,,2.0,,8.0,2.0,9.0,,,,7.0,,,1.0,,6.0,,15.0,2.0,10.0
Nitrosococcus_oceani,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
Nitrosomonas_sp._Is79A3,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Nitrosomonas_ureae,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
Niveibacterium_sp._SC-1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
